area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.439,0.047,0.121,0.051,0.47,0.25,0.121,0.061,0.08199999999999999,0.7959999999999999,0.015,0.013999999999999999,0.088733799,0.306081755,0.31605184399999997,0.289132602,12,7,0.315,0.177,0.098,0.062,0.16699999999999998,0.256,9.0,13.54,2900.0,2570.0,year 2,11.6
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.515,0.037000000000000005,0.28,0.139,0.506,0.249,0.166,0.294,0.07,0.626,0.001,0.013999999999999999,0.203,0.32799999999999996,0.292,0.177,14,11,0.312,0.21364882697947216,0.105,0.069,0.16469557362240286,0.267,9.0,21.45,4820.0,7010.0,year 2,14.8
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.452,0.048,0.22,0.054000000000000006,0.502,0.268,0.11900000000000001,0.032,0.061,0.885,0.008,0.005,0.133,0.35200000000000004,0.325,0.19,14,8,0.31,0.19699999999999998,0.10800000000000001,0.07200000000000001,0.154,0.28600000000000003,12.0,24.24,3909.0,5769.0,year 2,11.7
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.429,0.083,0.23199999999999998,0.10400000000000001,0.496,0.19399999999999998,0.253,0.017,0.004,0.9440000000000001,0.017,0.01,0.181447503,0.45565749200000005,0.249745158,0.113149847,10,14,0.33799999999999997,0.21364882697947216,0.126,0.081,0.16469557362240286,0.336,9.0,35.19,4839.0,1599.0,year 2,21.9
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.513,0.025,0.184,0.09699999999999999,0.48200000000000004,0.218,0.222,0.009000000000000001,0.001,0.8909999999999999,0.08,0.0,0.085402185,0.47467725899999996,0.282025819,0.15789473699999998,13,9,0.327,0.21364882697947216,0.098,0.0835641196013289,0.16469557362240286,0.33899999999999997,10.0,21.14602162162162,2694.5,1999.5,year 2,9.2
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.502,0.037000000000000005,0.304,0.14800000000000002,0.46299999999999997,0.252,0.138,0.376,0.045,0.568,0.008,0.006,0.186323092,0.305252725,0.35777998,0.150644202,16,11,0.297,0.21364882697947216,0.092,0.11,0.16469557362240286,0.336,10.0,15.64,3759.0,2110.0,year 2,14.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.37,0.079,0.239,0.055999999999999994,0.485,0.223,0.165,0.002,0.003,0.982,0.006,0.0,0.253984064,0.486055777,0.1812749,0.07868525900000001,11,15,0.321,0.368,0.132,0.092,0.16469557362240286,0.331,13.0,34.8,2080.0,3660.0,year 2,30.3
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.5,0.045,0.151,0.054000000000000006,0.495,0.253,0.158,0.032,0.013000000000000001,0.9229999999999999,0.013000000000000001,0.006999999999999999,0.10174717400000001,0.39979445,0.33196300100000004,0.166495375,13,8,0.298,0.223,0.08,0.059000000000000004,0.254,0.268,12.0,12.24,2259.0,1609.0,year 1,13.1
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.45799999999999996,0.045,0.193,0.102,0.485,0.19399999999999998,0.28600000000000003,0.025,0.005,0.9540000000000001,0.005,0.0,0.064908722,0.400608519,0.388438134,0.146044625,9,12,0.32,0.099,0.151,0.049,0.16469557362240286,0.303,11.0,21.14602162162162,3039.0,1999.5,year 1,12.6
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.441,0.079,0.244,0.11,0.519,0.17,0.223,0.08,0.0,0.847,0.039,0.011000000000000001,0.105788423,0.28443113800000003,0.37425149700000004,0.235528942,10,12,0.278,0.23800000000000002,0.122,0.051,0.191,0.18100000000000002,9.0,12.83,1869.0,1639.0,year 2,18.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.36,0.08800000000000001,0.254,0.046,0.53,0.282,0.14800000000000002,0.017,0.629,0.355,0.003,0.003,0.25074626899999997,0.310447761,0.329353234,0.109452736,16,13,0.387,0.242,0.159,0.142,0.138,0.377,12.0,33.31,3000.0,3060.0,year 2,35.8
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.506,0.055,0.177,0.061,0.506,0.24100000000000002,0.124,0.035,0.048,0.902,0.006999999999999999,0.008,0.105476673,0.294117647,0.30831643,0.292089249,15,9,0.311,0.261,0.109,0.078,0.195,0.27,13.0,9.39,2150.0,1289.0,year 2,15.2
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.495,0.043,0.285,0.15,0.5,0.23600000000000002,0.203,0.01,0.006999999999999999,0.971,0.003,0.002,0.164519326,0.41823587700000003,0.257680872,0.159563925,14,14,0.326,0.21364882697947216,0.10800000000000001,0.063,0.16469557362240286,0.307,10.0,21.14602162162162,4159.0,1030.0,year 2,19.3
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.5539999999999999,0.071,0.102,0.044000000000000004,0.514,0.183,0.16699999999999998,0.023,0.011000000000000001,0.9179999999999999,0.018000000000000002,0.02,0.066258919,0.23241590199999998,0.262996942,0.43832823600000004,7,8,0.221,0.141,0.057999999999999996,0.069,0.228,0.193,10.0,7.99,2030.0,1050.0,year 2,10.5
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.41100000000000003,0.073,0.19899999999999998,0.039,0.53,0.25,0.10300000000000001,0.539,0.306,0.11199999999999999,0.03,0.039,0.29224652100000004,0.271371769,0.245526839,0.190854871,15,7,0.282,0.182,0.109,0.09300000000000001,0.14300000000000002,0.285,11.0,3.3,2079.0,2079.0,year 1,29.7
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.496,0.047,0.203,0.059000000000000004,0.498,0.252,0.131,0.055,0.075,0.845,0.009000000000000001,0.004,0.136546185,0.38353413700000005,0.297188755,0.182730924,13,10,0.34299999999999997,0.23199999999999998,0.11900000000000001,0.08199999999999999,0.16469557362240286,0.321,15.0,20.95,3540.0,2670.0,year 1,11.8
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.48700000000000004,0.04,0.105,0.037000000000000005,0.512,0.217,0.157,0.073,0.102,0.7609999999999999,0.006,0.033,0.097222222,0.296626984,0.301587302,0.304563492,12,10,0.265,0.174,0.11699999999999999,0.091,0.14300000000000002,0.24100000000000002,11.0,5.57,1350.0,1430.0,year 1,12.6
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.391,0.057,0.239,0.057,0.508,0.22899999999999998,0.15,0.018000000000000002,0.005,0.96,0.004,0.012,0.23742454699999999,0.375251509,0.262575453,0.124748491,12,10,0.327,0.292,0.13,0.09699999999999999,0.084,0.32299999999999995,13.0,22.95,2579.0,2199.0,year 1,23.3
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.38299999999999995,0.068,0.248,0.12,0.49,0.205,0.18899999999999997,0.025,0.033,0.922,0.008,0.013000000000000001,0.181547619,0.4375,0.253968254,0.126984127,12,11,0.335,0.32299999999999995,0.10800000000000001,0.073,0.106,0.342,10.0,30.11,6399.0,1980.0,year 1,23.2
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.528,0.045,0.214,0.051,0.532,0.233,0.111,0.043,0.46,0.455,0.005,0.038,0.10375494099999999,0.264822134,0.286561265,0.34486166,14,9,0.327,0.17800000000000002,0.115,0.11800000000000001,0.157,0.251,11.0,13.85,1449.0,1139.0,year 1,18.5
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.473,0.054000000000000006,0.205,0.067,0.551,0.201,0.102,0.113,0.225,0.591,0.009000000000000001,0.032,0.09375,0.267137097,0.267137097,0.371975806,15,7,0.298,0.248,0.084,0.096,0.16469557362240286,0.226,13.0,5.89,580.0,700.0,year 1,16.8
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.456,0.043,0.405,0.225,0.493,0.209,0.226,0.511,0.01,0.46799999999999997,0.025,0.003,0.212512413,0.286991063,0.24925521399999997,0.251241311,13,8,0.298,0.21364882697947216,0.115,0.0835641196013289,0.18899999999999997,0.302,10.0,21.14602162162162,2694.5,1960.0,year 2,22.4
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.44799999999999995,0.084,0.221,0.095,0.501,0.21899999999999997,0.161,0.002,0.004,0.9740000000000001,0.004,0.001,0.164179104,0.437810945,0.29054726399999997,0.10746268699999999,11,11,0.36,0.32,0.10300000000000001,0.059000000000000004,0.22899999999999998,0.31,14.0,23.21,7189.0,5370.0,year 2,15.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Mining-dependent,0.611,0.04,0.297,0.134,0.47100000000000003,0.24100000000000002,0.099,0.37799999999999995,0.011000000000000001,0.59,0.031,0.0,0.079476861,0.35814889299999997,0.288732394,0.273641851,11,3,0.192,0.146,0.055999999999999994,0.14800000000000002,0.16,0.175,12.0,25.18,1819.0,1459.0,year 1,15.8
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.433,0.067,0.261,0.052000000000000005,0.516,0.23800000000000002,0.141,0.043,0.043,0.892,0.01,0.009000000000000001,0.16,0.38,0.263,0.19699999999999998,13,10,0.336,0.183,0.10099999999999999,0.079,0.09300000000000001,0.27899999999999997,12.0,22.34,3129.0,2119.0,year 1,19.1
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.526,0.037000000000000005,0.205,0.075,0.49200000000000005,0.278,0.127,0.239,0.02,0.708,0.015,0.006999999999999999,0.16550349,0.33300099699999997,0.318045862,0.18344965100000002,17,8,0.315,0.168,0.095,0.07,0.184,0.26,11.0,12.97,1329.0,1689.0,year 2,14.1
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.494,0.037000000000000005,0.268,0.099,0.514,0.26,0.121,0.154,0.154,0.58,0.040999999999999995,0.034,0.133060389,0.250767656,0.309109519,0.307062436,16,9,0.308,0.226,0.11,0.086,0.153,0.28300000000000003,10.0,12.56,1069.0,1159.0,year 1,15.8
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.61,0.037000000000000005,0.29,0.131,0.511,0.131,0.28800000000000003,0.013999999999999999,0.006,0.975,0.0,0.013000000000000001,0.168494516,0.379860419,0.237288136,0.21435692899999997,6,10,0.28800000000000003,0.21364882697947216,0.127,0.0835641196013289,0.16469557362240286,0.262,13.0,21.14602162162162,2210.0,1999.5,year 1,13.7
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.825,0.025,0.23800000000000002,0.153,0.516,0.19399999999999998,0.276,0.005,0.004,0.9940000000000001,0.0,0.006999999999999999,0.08199999999999999,0.42700000000000005,0.33799999999999997,0.153,12,5,0.264,0.134,0.102,0.0835641196013289,0.165,0.35200000000000004,12.0,21.14602162162162,2694.5,1999.5,year 1,15.5
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.479,0.067,0.247,0.073,0.521,0.24100000000000002,0.177,0.064,0.402,0.512,0.004,0.008,0.204545455,0.32312253,0.347826087,0.124505929,12,12,0.349,0.16,0.14300000000000002,0.11699999999999999,0.079,0.35,12.0,19.25,2230.0,2189.0,year 2,22.5
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.483,0.067,0.138,0.094,0.47,0.222,0.16899999999999998,0.015,0.009000000000000001,0.955,0.019,0.003,0.13447927199999998,0.306370071,0.38220424700000005,0.17694641100000003,15,10,0.31,0.21364882697947216,0.105,0.0835641196013289,0.16469557362240286,0.3,10.0,21.14602162162162,1840.0,1999.5,year 2,10.5
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.35100000000000003,0.09699999999999999,0.239,0.095,0.518,0.193,0.19,0.021,0.402,0.5579999999999999,0.004,0.002,0.31388330000000003,0.38832998,0.20221328,0.095573441,10,12,0.319,0.21364882697947216,0.155,0.132,0.16469557362240286,0.308,13.0,35.82,2694.5,1999.5,year 1,26.7
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.488,0.073,0.28800000000000003,0.122,0.504,0.20199999999999999,0.151,0.052000000000000005,0.015,0.924,0.013999999999999999,0.0,0.149901381,0.295857988,0.284023669,0.27021696300000003,10,8,0.29,0.21364882697947216,0.095,0.08,0.16469557362240286,0.225,13.0,23.57,4109.0,2729.0,year 2,18.4
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.528,0.038,0.23,0.16,0.496,0.188,0.2,0.013999999999999999,0.002,0.9470000000000001,0.016,0.013000000000000001,0.07707509900000001,0.283596838,0.346837945,0.292490119,6,9,0.245,0.152,0.076,0.064,0.159,0.242,11.0,34.65,2579.0,1260.0,year 1,10.8
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.413,0.064,0.28300000000000003,0.10099999999999999,0.507,0.25,0.162,0.023,0.239,0.7509999999999999,0.0,0.0,0.17694641100000003,0.436804853,0.264914055,0.121334681,11,11,0.32799999999999996,0.168,0.122,0.10400000000000001,0.16469557362240286,0.373,12.0,33.0,5479.0,5479.0,year 2,21.1
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.46399999999999997,0.047,0.151,0.062,0.451,0.218,0.136,0.015,0.062,0.89,0.001,0.004,0.143139191,0.39980256700000005,0.286278381,0.170779862,10,8,0.313,0.249,0.09,0.07,0.19399999999999998,0.314,13.0,13.3,4319.0,1950.0,year 1,9.7
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.28600000000000003,0.10099999999999999,0.265,0.061,0.455,0.218,0.136,0.021,0.043,0.903,0.003,0.0,0.279396985,0.405025126,0.256281407,0.059296482000000005,12,10,0.32299999999999995,0.39,0.138,0.08900000000000001,0.09,0.35200000000000004,13.0,26.02,20179.0,3650.0,year 2,47.4
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.366,0.076,0.255,0.09699999999999999,0.387,0.151,0.151,0.254,0.449,0.276,0.006999999999999999,0.006,0.396586345,0.35542168700000004,0.144578313,0.103413655,8,9,0.32899999999999996,0.21364882697947216,0.129,0.131,0.16469557362240286,0.28600000000000003,13.0,21.14602162162162,2694.5,1200.0,year 1,42.2
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.34600000000000003,0.106,0.293,0.068,0.522,0.264,0.11800000000000001,0.016,0.722,0.242,0.002,0.009000000000000001,0.224674022,0.343029087,0.252758275,0.179538616,17,12,0.424,0.23399999999999999,0.155,0.14400000000000002,0.126,0.37,13.0,21.02,3159.0,1540.0,year 1,42.4
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.511,0.051,0.204,0.084,0.513,0.221,0.163,0.035,0.067,0.883,0.009000000000000001,0.015,0.194752775,0.420787084,0.234106963,0.150353179,12,10,0.324,0.21,0.139,0.066,0.16469557362240286,0.331,13.0,37.26,2439.0,2359.0,year 2,18.8
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.562,0.033,0.157,0.063,0.509,0.21600000000000003,0.14,0.256,0.024,0.41700000000000004,0.01,0.264,0.113861386,0.165346535,0.265346535,0.455445545,12,7,0.195,0.095,0.075,0.07200000000000001,0.209,0.156,8.0,5.43,1030.0,1019.0,year 1,8.2
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.363,0.078,0.257,0.075,0.493,0.22399999999999998,0.13,0.013000000000000001,0.192,0.7709999999999999,0.009000000000000001,0.0,0.165019763,0.348814229,0.353754941,0.132411067,13,8,0.298,0.237,0.131,0.091,0.085,0.335,12.0,24.93,4499.0,3599.0,year 1,21.2
